id,anio,mun,estratos,sexo,edad,total,total_low,total_upp,dim,nomgeo
642,2015.0,15.0,Pobreza alta,Hombre,0-11,4616.0,345138866810000.0,578061133190000.0,Vivienda,Cuauhtémoc
643,2015.0,15.0,Pobreza alta,Hombre,30-44,4498.0,350541358019000.0,549058641981000.0,Vivienda,Cuauhtémoc
644,2015.0,15.0,Pobreza alta,Mujer,30-44,5883.0,444538414575000.0,732061585425000.0,Vivienda,Cuauhtémoc
645,2015.0,15.0,Pobreza alta,Mujer,45-59,3703.0,266871390280000.0,473728609720000.0,Vivienda,Cuauhtémoc
646,2015.0,15.0,Pobreza moderada,Hombre,0-11,8588.0,688060598262000.0,102953940174000.0,Vivienda,Cuauhtémoc
647,2015.0,15.0,Pobreza moderada,Hombre,30-44,11267.0,929604680500000.0,132379531950000.0,Vivienda,Cuauhtémoc
648,2015.0,15.0,Pobreza moderada,Hombre,45-59,8174.0,66562597007500.0,96917402992500.0,Vivienda,Cuauhtémoc
649,2015.0,15.0,Pobreza moderada,Hombre,No especificado,12.0,-154446879511000.0,394446879511000.0,Vivienda,Cuauhtémoc
650,2015.0,15.0,Pobreza moderada,Mujer,30-44,12659.0,104448645945000.0,148731354055000.0,Vivienda,Cuauhtémoc
651,2015.0,15.0,Pobreza moderada,Mujer,45-59,10196.0,817971274276000.0,122122872572000.0,Vivienda,Cuauhtémoc
652,2015.0,15.0,Pobreza moderada,Mujer,60 y mas,7451.0,583312936033000.0,906887063967000.0,Vivienda,Cuauhtémoc
653,2015.0,15.0,Satisfaccion mínima,Hombre,12-29,12077.0,968463573273000.0,144693642673000.0,Vivienda,Cuauhtémoc
654,2015.0,15.0,Satisfaccion mínima,Mujer,0-11,5266.0,412870341229000.0,640329658771000.0,Vivienda,Cuauhtémoc
655,2015.0,15.0,Satisfaccion mínima,Mujer,60 y mas,6217.0,488930266823000.0,754469733177000.0,Vivienda,Cuauhtémoc
656,2015.0,15.0,Satisfaccion mínima,Mujer,No especificado,33.0,-19807200880200.0,85807200880200.0,Vivienda,Cuauhtémoc
657,2015.0,15.0,Estrato medio,Hombre,0-11,8105.0,644059137376000.0,976940862624000.0,Vivienda,Cuauhtémoc
658,2015.0,15.0,Estrato medio,Mujer,45-59,18412.0,153780708244000.0,214459291756000.0,Vivienda,Cuauhtémoc
659,2015.0,15.0,Estrato alto,Hombre,30-44,13690.0,102790158287000.0,171009841713000.0,Vivienda,Cuauhtémoc
660,2015.0,15.0,Estrato alto,Hombre,No especificado,13.0,-162821049170000.0,422821049170000.0,Vivienda,Cuauhtémoc
661,2015.0,15.0,Estrato alto,Mujer,12-29,5783.0,412653016834000.0,743946983166000.0,Vivienda,Cuauhtémoc
662,2015.0,15.0,Estrato alto,Mujer,30-44,10849.0,740833377605000.0,142896662240000.0,Vivienda,Cuauhtémoc
663,2015.0,15.0,Estrato alto,Mujer,60 y mas,13489.0,106523782227000.0,163256217773000.0,Vivienda,Cuauhtémoc
664,2015.0,16.0,Pobreza muy alta,Hombre,12-29,3871.0,252838320346000.0,521361679654000.0,Vivienda,Miguel Hidalgo
665,2015.0,16.0,Pobreza muy alta,Hombre,45-59,2098.0,116478819402000.0,303121180598000.0,Vivienda,Miguel Hidalgo
666,2015.0,16.0,Pobreza muy alta,Hombre,60 y mas,1366.0,751361501257000.0,198063849874000.0,Vivienda,Miguel Hidalgo
667,2015.0,16.0,Pobreza muy alta,Mujer,45-59,2152.0,116703967574000.0,313696032426000.0,Vivienda,Miguel Hidalgo
668,2015.0,16.0,Pobreza alta,Hombre,0-11,2339.0,130492778226000.0,337307221774000.0,Vivienda,Miguel Hidalgo
669,2015.0,16.0,Pobreza alta,Mujer,12-29,3266.0,194097808337000.0,459102191663000.0,Vivienda,Miguel Hidalgo
670,2015.0,16.0,Pobreza alta,Mujer,45-59,2105.0,114867366389000.0,306132633611000.0,Vivienda,Miguel Hidalgo
671,2015.0,16.0,Pobreza moderada,Hombre,30-44,6751.0,475994109397000.0,874205890603000.0,Vivienda,Miguel Hidalgo
672,2015.0,16.0,Pobreza moderada,Hombre,45-59,4699.0,320888154872000.0,618911845128000.0,Vivienda,Miguel Hidalgo
673,2015.0,16.0,Satisfaccion mínima,Mujer,0-11,3169.0,162466912167000.0,471333087833000.0,Vivienda,Miguel Hidalgo
674,2015.0,16.0,Satisfaccion mínima,Mujer,30-44,5795.0,339838298700000.0,819161701300000.0,Vivienda,Miguel Hidalgo
675,2015.0,16.0,Satisfaccion mínima,Mujer,No especificado,63.0,-34630208543200.0,160630208543000.0,Vivienda,Miguel Hidalgo
676,2015.0,16.0,Estrato medio,Hombre,30-44,15152.0,925173716799000.0,210522628320000.0,Vivienda,Miguel Hidalgo
677,2015.0,16.0,Estrato medio,Hombre,45-59,9881.0,717134878938000.0,12590651210600.0,Vivienda,Miguel Hidalgo
678,2015.0,16.0,Estrato medio,Hombre,No especificado,105.0,-293163400327000.0,239316340033000.0,Vivienda,Miguel Hidalgo
679,2015.0,16.0,Estrato medio,Mujer,0-11,8444.0,487474018689000.0,120132598131000.0,Vivienda,Miguel Hidalgo
680,2015.0,16.0,Estrato medio,Mujer,12-29,14104.0,93963873112000.0,188116126888000.0,Vivienda,Miguel Hidalgo
681,2015.0,16.0,Estrato medio,Mujer,45-59,11561.0,844027339242000.0,146817266076000.0,Vivienda,Miguel Hidalgo
682,2015.0,16.0,Estrato alto,Hombre,12-29,6894.0,466021265974000.0,912778734026000.0,Vivienda,Miguel Hidalgo
683,2015.0,16.0,Estrato alto,Hombre,30-44,11213.0,71062416176700.0,153197583823000.0,Vivienda,Miguel Hidalgo
684,2015.0,16.0,Estrato alto,Mujer,0-11,2065.0,116545531432000.0,296454468568000.0,Vivienda,Miguel Hidalgo
685,2015.0,16.0,Estrato alto,Mujer,30-44,11265.0,761159267160000.0,14918407328400.0,Vivienda,Miguel Hidalgo
686,2015.0,16.0,Estrato alto,Mujer,60 y mas,14224.0,109185538871000.0,175294461129000.0,Vivienda,Miguel Hidalgo
687,2015.0,17.0,Pobreza muy alta,Hombre,0-11,7594.0,548986747341000.0,969813252659000.0,Vivienda,Venustiano Carranza
688,2015.0,17.0,Pobreza muy alta,Hombre,12-29,9353.0,691258268151000.0,117934173185000.0,Vivienda,Venustiano Carranza
689,2015.0,17.0,Pobreza muy alta,Hombre,45-59,3902.0,270138371412000.0,510261628588000.0,Vivienda,Venustiano Carranza
690,2015.0,17.0,Pobreza muy alta,Mujer,30-44,7610.0,58618194884800.0,93581805115200.0,Vivienda,Venustiano Carranza
691,2015.0,17.0,Pobreza muy alta,Mujer,45-59,4510.0,319359278419000.0,582640721581000.0,Vivienda,Venustiano Carranza
692,2015.0,17.0,Pobreza alta,Hombre,60 y mas,2072.0,137226798318000.0,277173201682000.0,Vivienda,Venustiano Carranza
693,2015.0,17.0,Pobreza alta,Mujer,0-11,4791.0,348709682074000.0,609490317926000.0,Vivienda,Venustiano Carranza
694,2015.0,17.0,Pobreza alta,Mujer,30-44,6547.0,491237403787000.0,818162596213000.0,Vivienda,Venustiano Carranza
695,2015.0,17.0,Pobreza moderada,Hombre,12-29,13430.0,108814252432000.0,159785747568000.0,Vivienda,Venustiano Carranza
696,2015.0,17.0,Pobreza moderada,Hombre,45-59,8706.0,722572055574000.0,101862794443000.0,Vivienda,Venustiano Carranza
697,2015.0,17.0,Satisfaccion mínima,Hombre,30-44,7247.0,562747466036000.0,886652533964000.0,Vivienda,Venustiano Carranza
698,2015.0,17.0,Satisfaccion mínima,Hombre,60 y mas,3324.0,256817916178000.0,407982083822000.0,Vivienda,Venustiano Carranza
699,2015.0,17.0,Satisfaccion mínima,Mujer,0-11,3612.0,246775019669000.0,475624980331000.0,Vivienda,Venustiano Carranza
700,2015.0,17.0,Satisfaccion mínima,Mujer,12-29,7578.0,577819146236000.0,937780853764000.0,Vivienda,Venustiano Carranza
701,2015.0,17.0,Satisfaccion mínima,Mujer,60 y mas,5827.0,464686677248000.0,700713322752000.0,Vivienda,Venustiano Carranza
702,2015.0,17.0,Estrato medio,Hombre,0-11,5416.0,394569422423000.0,688630577577000.0,Vivienda,Venustiano Carranza
703,2015.0,17.0,Estrato medio,Hombre,30-44,11122.0,883405530465000.0,134099446953000.0,Vivienda,Venustiano Carranza
704,2015.0,17.0,Estrato medio,Mujer,30-44,13119.0,106201435298000.0,156178564702000.0,Vivienda,Venustiano Carranza
705,2015.0,17.0,Estrato medio,Mujer,45-59,12930.0,109238600498000.0,149361399502000.0,Vivienda,Venustiano Carranza
706,2015.0,17.0,Estrato medio,Mujer,60 y mas,12276.0,10229763355000.0,14322236645000.0,Vivienda,Venustiano Carranza
707,2015.0,17.0,Estrato alto,Hombre,12-29,4133.0,280416481405000.0,546183518595000.0,Vivienda,Venustiano Carranza
708,2015.0,17.0,Estrato alto,Mujer,30-44,4827.0,336246049312000.0,629153950688000.0,Vivienda,Venustiano Carranza
709,2015.0,2.0,Pobreza muy alta,Hombre,60 y mas,1500.0,862979261981000.0,213702073802000.0,Vivienda,Azcapotzalco
710,2015.0,2.0,Pobreza muy alta,Mujer,60 y mas,2454.0,145923464120000.0,344876535880000.0,Vivienda,Azcapotzalco
711,2015.0,2.0,Pobreza alta,Hombre,12-29,5795.0,329252660876000.0,829747339124000.0,Vivienda,Azcapotzalco
712,2015.0,2.0,Pobreza alta,Hombre,60 y mas,1566.0,91097964093200.0,222102035907000.0,Vivienda,Azcapotzalco
713,2015.0,2.0,Pobreza alta,Mujer,0-11,3345.0,176356868551000.0,492643131449000.0,Vivienda,Azcapotzalco
714,2015.0,2.0,Pobreza moderada,Hombre,12-29,11506.0,931468153954000.0,136973184605000.0,Vivienda,Azcapotzalco
715,2015.0,2.0,Pobreza moderada,Hombre,30-44,8331.0,664093016605000.0,100210698339000.0,Vivienda,Azcapotzalco
716,2015.0,2.0,Pobreza moderada,Mujer,0-11,6667.0,518478632837000.0,814921367163000.0,Vivienda,Azcapotzalco
717,2015.0,2.0,Pobreza moderada,Mujer,12-29,11484.0,939563913588000.0,135723608641000.0,Vivienda,Azcapotzalco
718,2015.0,2.0,Pobreza moderada,Mujer,45-59,8775.0,667091468970000.0,108790853103000.0,Vivienda,Azcapotzalco
719,2015.0,2.0,Satisfaccion mínima,Hombre,0-11,4626.0,337730488461000.0,587469511539000.0,Vivienda,Azcapotzalco
720,2015.0,2.0,Satisfaccion mínima,Hombre,12-29,8833.0,72341414602900.0,104318585397000.0,Vivienda,Azcapotzalco
721,2015.0,2.0,Satisfaccion mínima,Hombre,30-44,6630.0,519593125592000.0,806406874408000.0,Vivienda,Azcapotzalco
722,2015.0,2.0,Satisfaccion mínima,Hombre,60 y mas,3932.0,244755255452000.0,541644744548000.0,Vivienda,Azcapotzalco
723,2015.0,2.0,Satisfaccion mínima,Hombre,No especificado,35.0,-28361162873100.0,98361162873100.0,Vivienda,Azcapotzalco
724,2015.0,2.0,Estrato medio,Hombre,12-29,13772.0,11525016686100.0,16018983313900.0,Vivienda,Azcapotzalco
725,2015.0,2.0,Estrato medio,Hombre,60 y mas,9428.0,786541108390000.0,109905889161000.0,Vivienda,Azcapotzalco
726,2015.0,2.0,Estrato medio,Mujer,30-44,14441.0,121142713067000.0,167677286933000.0,Vivienda,Azcapotzalco
727,2015.0,2.0,Estrato medio,Mujer,60 y mas,12797.0,109552751551000.0,146387248449000.0,Vivienda,Azcapotzalco
728,2015.0,2.0,Estrato alto,Hombre,0-11,976.0,422192741152000.0,152980725885000.0,Vivienda,Azcapotzalco
729,2015.0,2.0,Estrato alto,Mujer,30-44,4542.0,32869285933200.0,57970714066800.0,Vivienda,Azcapotzalco
730,2015.0,3.0,Pobreza muy alta,Hombre,30-44,8171.0,640077536015000.0,994122463985000.0,Vivienda,Coyoacán
731,2015.0,3.0,Pobreza muy alta,Hombre,60 y mas,2001.0,139774467357000.0,260425532643000.0,Vivienda,Coyoacán
732,2015.0,3.0,Pobreza muy alta,Hombre,No especificado,119.0,115638260282000.0,226436173972000.0,Vivienda,Coyoacán
733,2015.0,3.0,Pobreza muy alta,Mujer,0-11,8130.0,605691745916000.0,102030825408000.0,Vivienda,Coyoacán
734,2015.0,3.0,Pobreza muy alta,Mujer,12-29,12690.0,982855833473000.0,155514416653000.0,Vivienda,Coyoacán
735,2015.0,3.0,Pobreza muy alta,Mujer,30-44,8772.0,671946321405000.0,108245367860000.0,Vivienda,Coyoacán
736,2015.0,3.0,Pobreza alta,Hombre,0-11,4430.0,318759402130000.0,567240597870000.0,Vivienda,Coyoacán
737,2015.0,3.0,Pobreza alta,Hombre,30-44,5124.0,392330497736000.0,632469502264000.0,Vivienda,Coyoacán
738,2015.0,3.0,Pobreza alta,Mujer,12-29,7244.0,520530886842000.0,928269113158000.0,Vivienda,Coyoacán
739,2015.0,3.0,Pobreza moderada,Hombre,0-11,7532.0,61982229851200.0,88657770148800.0,Vivienda,Coyoacán
740,2015.0,3.0,Pobreza moderada,Mujer,0-11,8001.0,647787797394000.0,952412202606000.0,Vivienda,Coyoacán
741,2015.0,3.0,Satisfaccion mínima,Mujer,12-29,9541.0,813462112888000.0,109473788711000.0,Vivienda,Coyoacán
742,2015.0,3.0,Satisfaccion mínima,Mujer,30-44,9408.0,787843451152000.0,109375654885000.0,Vivienda,Coyoacán
743,2015.0,3.0,Estrato medio,Hombre,0-11,10139.0,836770551956000.0,119102944804000.0,Vivienda,Coyoacán
744,2015.0,3.0,Estrato medio,Hombre,12-29,24348.0,209654972709000.0,277305027291000.0,Vivienda,Coyoacán
745,2015.0,3.0,Estrato medio,Mujer,30-44,23586.0,20541200194300.0,26630799805700.0,Vivienda,Coyoacán
746,2015.0,3.0,Estrato medio,Mujer,60 y mas,19896.0,171889488028000.0,226030511972000.0,Vivienda,Coyoacán
747,2015.0,3.0,Estrato medio,Mujer,No especificado,152.0,246901645107000.0,301530983549000.0,Vivienda,Coyoacán
748,2015.0,3.0,Estrato alto,Hombre,0-11,2681.0,180942623002000.0,355257376998000.0,Vivienda,Coyoacán
749,2015.0,3.0,Estrato alto,Hombre,12-29,9405.0,721267344383000.0,115973265562000.0,Vivienda,Coyoacán
750,2015.0,3.0,Estrato alto,Hombre,60 y mas,15450.0,127162352274000.0,181837647726000.0,Vivienda,Coyoacán
751,2015.0,3.0,Estrato alto,Hombre,No especificado,511.0,-301612314872000.0,105216123149000.0,Vivienda,Coyoacán
752,2015.0,3.0,Estrato alto,Mujer,0-11,2342.0,180483925144000.0,287916074856000.0,Vivienda,Coyoacán
753,2015.0,3.0,Estrato alto,Mujer,30-44,12769.0,987646258163000.0,156615374184000.0,Vivienda,Coyoacán
754,2015.0,4.0,Pobreza muy alta,Hombre,0-11,5587.0,400038490620000.0,717361509380000.0,Vivienda,Cuajimalpa de Morelos
755,2015.0,4.0,Pobreza muy alta,Hombre,45-59,2085.0,156621163021000.0,260378836979000.0,Vivienda,Cuajimalpa de Morelos
756,2015.0,4.0,Pobreza muy alta,Mujer,12-29,6905.0,475808579535000.0,905191420465000.0,Vivienda,Cuajimalpa de Morelos
757,2015.0,4.0,Pobreza muy alta,Mujer,60 y mas,1018.0,578411114670000.0,145758888533000.0,Vivienda,Cuajimalpa de Morelos
758,2015.0,4.0,Pobreza alta,Mujer,0-11,2146.0,129824587793000.0,299375412207000.0,Vivienda,Cuajimalpa de Morelos
759,2015.0,4.0,Pobreza alta,Mujer,30-44,2615.0,162150528977000.0,360849471023000.0,Vivienda,Cuajimalpa de Morelos
760,2015.0,4.0,Pobreza alta,Mujer,45-59,1725.0,121118185771000.0,223881814229000.0,Vivienda,Cuajimalpa de Morelos
761,2015.0,4.0,Pobreza moderada,Mujer,12-29,5639.0,432648928847000.0,695151071153000.0,Vivienda,Cuajimalpa de Morelos
762,2015.0,4.0,Pobreza moderada,Mujer,30-44,4292.0,33539773161500.0,52300226838500.0,Vivienda,Cuajimalpa de Morelos
763,2015.0,4.0,Satisfaccion mínima,Hombre,45-59,1553.0,915406110766000.0,219059388923000.0,Vivienda,Cuajimalpa de Morelos
764,2015.0,4.0,Satisfaccion mínima,Mujer,45-59,1326.0,76725749047400.0,188474250953000.0,Vivienda,Cuajimalpa de Morelos
765,2015.0,4.0,Satisfaccion mínima,Mujer,60 y mas,936.0,582621157713000.0,128937884229000.0,Vivienda,Cuajimalpa de Morelos
766,2015.0,4.0,Estrato medio,Hombre,0-11,3262.0,212041913558000.0,440358086442000.0,Vivienda,Cuajimalpa de Morelos
767,2015.0,4.0,Estrato medio,Hombre,12-29,6593.0,448221263554000.0,870378736446000.0,Vivienda,Cuajimalpa de Morelos
768,2015.0,4.0,Estrato medio,Hombre,60 y mas,1924.0,133031681395000.0,251768318605000.0,Vivienda,Cuajimalpa de Morelos
769,2015.0,4.0,Estrato medio,Mujer,30-44,5665.0,390226501936000.0,742773498064000.0,Vivienda,Cuajimalpa de Morelos
770,2015.0,4.0,Estrato medio,Mujer,45-59,4987.0,34648019717500.0,65091980282500.0,Vivienda,Cuajimalpa de Morelos
771,2015.0,4.0,Estrato medio,Mujer,60 y mas,2144.0,141443844939000.0,287356155061000.0,Vivienda,Cuajimalpa de Morelos
772,2015.0,4.0,Estrato alto,Hombre,30-44,5228.0,239824938210000.0,805775061790000.0,Vivienda,Cuajimalpa de Morelos
773,2015.0,5.0,Pobreza muy alta,Hombre,12-29,32266.0,269974708869000.0,375345291131000.0,Vivienda,Gustavo A. Madero
774,2015.0,5.0,Pobreza muy alta,Hombre,60 y mas,5118.0,404778565999000.0,618821434001000.0,Vivienda,Gustavo A. Madero
775,2015.0,5.0,Pobreza muy alta,Hombre,No especificado,20.0,-234136566064000.0,634136566064000.0,Vivienda,Gustavo A. Madero
776,2015.0,5.0,Pobreza muy alta,Mujer,60 y mas,6106.0,463203848586000.0,757996151414000.0,Vivienda,Gustavo A. Madero
777,2015.0,5.0,Pobreza muy alta,Mujer,No especificado,102.0,-271853410633000.0,231185341063000.0,Vivienda,Gustavo A. Madero
778,2015.0,5.0,Pobreza alta,Hombre,12-29,18138.0,151352437623000.0,211407562377000.0,Vivienda,Gustavo A. Madero
779,2015.0,5.0,Pobreza alta,Hombre,45-59,9603.0,792922820451000.0,112767717955000.0,Vivienda,Gustavo A. Madero
780,2015.0,5.0,Pobreza alta,Mujer,0-11,12410.0,102351125420000.0,145848874580000.0,Vivienda,Gustavo A. Madero
781,2015.0,5.0,Pobreza alta,Mujer,12-29,20095.0,169127239245000.0,232772760755000.0,Vivienda,Gustavo A. Madero
782,2015.0,5.0,Pobreza moderada,Hombre,45-59,21554.0,18773249169200.0,24334750830800.0,Vivienda,Gustavo A. Madero
783,2015.0,5.0,Pobreza moderada,Mujer,0-11,22562.0,186732307295000.0,264507692705000.0,Vivienda,Gustavo A. Madero
784,2015.0,5.0,Pobreza moderada,Mujer,12-29,38562.0,327818140004000.0,443421859996000.0,Vivienda,Gustavo A. Madero
785,2015.0,5.0,Pobreza moderada,Mujer,30-44,32037.0,273795756283000.0,366944243717000.0,Vivienda,Gustavo A. Madero
786,2015.0,5.0,Pobreza moderada,Mujer,60 y mas,19692.0,171524307054000.0,222315692946000.0,Vivienda,Gustavo A. Madero
787,2015.0,5.0,Pobreza moderada,Mujer,No especificado,88.0,-453824542205000.0,221382454221000.0,Vivienda,Gustavo A. Madero
788,2015.0,5.0,Satisfaccion mínima,Hombre,45-59,13398.0,117954595014000.0,150005404986000.0,Vivienda,Gustavo A. Madero
789,2015.0,5.0,Satisfaccion mínima,Hombre,60 y mas,9617.0,799419170261000.0,112398082974000.0,Vivienda,Gustavo A. Madero
790,2015.0,5.0,Satisfaccion mínima,Hombre,No especificado,28.0,-351393741590000.0,911393741590000.0,Vivienda,Gustavo A. Madero
791,2015.0,5.0,Satisfaccion mínima,Mujer,0-11,10401.0,875004850483000.0,120519514952000.0,Vivienda,Gustavo A. Madero
792,2015.0,5.0,Satisfaccion mínima,Mujer,60 y mas,13304.0,113315361687000.0,152764638313000.0,Vivienda,Gustavo A. Madero
793,2015.0,5.0,Estrato medio,Hombre,0-11,14586.0,122204642875000.0,169515357125000.0,Vivienda,Gustavo A. Madero
794,2015.0,5.0,Estrato medio,Hombre,45-59,29000.0,252662262038000.0,327337737962000.0,Vivienda,Gustavo A. Madero
795,2015.0,5.0,Estrato medio,Hombre,No especificado,84.0,-348230498980000.0,202823049898000.0,Vivienda,Gustavo A. Madero
796,2015.0,5.0,Estrato medio,Mujer,45-59,35670.0,314489673592000.0,398910326408000.0,Vivienda,Gustavo A. Madero
797,2015.0,5.0,Estrato alto,Hombre,0-11,2245.0,1540471331270.0,2949528668730.0,Vivienda,Gustavo A. Madero
798,2015.0,5.0,Estrato alto,Mujer,0-11,1821.0,127556053975000.0,236643946025000.0,Vivienda,Gustavo A. Madero
799,2015.0,5.0,Estrato alto,Mujer,12-29,9862.0,817405110054000.0,115499488995000.0,Vivienda,Gustavo A. Madero
800,2015.0,5.0,Estrato alto,Mujer,30-44,11445.0,948191715463000.0,134080828454000.0,Vivienda,Gustavo A. Madero
801,2015.0,6.0,Pobreza muy alta,Hombre,30-44,5046.0,349602947018000.0,659597052982000.0,Vivienda,Iztacalco
802,2015.0,6.0,Pobreza muy alta,Hombre,45-59,3271.0,207420121368000.0,446779878632000.0,Vivienda,Iztacalco
803,2015.0,6.0,Pobreza muy alta,Mujer,0-11,6204.0,440132826699000.0,800667173301000.0,Vivienda,Iztacalco
804,2015.0,6.0,Pobreza muy alta,Mujer,30-44,6006.0,429749281593000.0,771450718407000.0,Vivienda,Iztacalco
805,2015.0,6.0,Pobreza muy alta,Mujer,60 y mas,1749.0,896994760735000.0,260100523926000.0,Vivienda,Iztacalco
806,2015.0,6.0,Pobreza muy alta,Mujer,No especificado,157.0,-176357651575000.0,490357651575000.0,Vivienda,Iztacalco
807,2015.0,6.0,Pobreza alta,Hombre,12-29,5028.0,361982389073000.0,643617610927000.0,Vivienda,Iztacalco
808,2015.0,6.0,Pobreza alta,Hombre,60 y mas,1491.0,910741790604000.0,207125820940000.0,Vivienda,Iztacalco
809,2015.0,6.0,Pobreza alta,Mujer,12-29,5975.0,388370052867000.0,806629947133000.0,Vivienda,Iztacalco
810,2015.0,6.0,Pobreza alta,Mujer,45-59,3086.0,214837088857000.0,402362911143000.0,Vivienda,Iztacalco
811,2015.0,6.0,Pobreza alta,Mujer,60 y mas,1797.0,953957618972000.0,264004238103000.0,Vivienda,Iztacalco
812,2015.0,6.0,Pobreza moderada,Hombre,30-44,9943.0,779144098837000.0,120945590116000.0,Vivienda,Iztacalco
813,2015.0,6.0,Pobreza moderada,Hombre,45-59,7815.0,605423519197000.0,957576480803000.0,Vivienda,Iztacalco
814,2015.0,6.0,Pobreza moderada,Hombre,No especificado,92.0,-123422574883000.0,307422574883000.0,Vivienda,Iztacalco
815,2015.0,6.0,Pobreza moderada,Mujer,12-29,14424.0,115335817601000.0,173144182399000.0,Vivienda,Iztacalco
816,2015.0,6.0,Pobreza moderada,Mujer,60 y mas,5658.0,439286411581000.0,692313588419000.0,Vivienda,Iztacalco
817,2015.0,6.0,Satisfaccion mínima,Hombre,60 y mas,2861.0,205772515068000.0,366427484932000.0,Vivienda,Iztacalco
818,2015.0,6.0,Satisfaccion mínima,Hombre,No especificado,48.0,-42316040323000.0,138316040323000.0,Vivienda,Iztacalco
819,2015.0,6.0,Satisfaccion mínima,Mujer,12-29,8331.0,615811951534000.0,10503880484700.0,Vivienda,Iztacalco
820,2015.0,6.0,Estrato medio,Hombre,0-11,4909.0,364066048621000.0,617733951379000.0,Vivienda,Iztacalco
821,2015.0,6.0,Estrato medio,Mujer,0-11,5532.0,412340667328000.0,694059332672000.0,Vivienda,Iztacalco
822,2015.0,6.0,Estrato medio,Mujer,No especificado,33.0,-389140471631000.0,104914047163000.0,Vivienda,Iztacalco
823,2015.0,6.0,Estrato alto,Mujer,60 y mas,8291.0,642368735486000.0,101583126451000.0,Vivienda,Iztacalco
824,2015.0,7.0,Pobreza muy alta,Hombre,0-11,58240.0,497770444180000.0,667029555820000.0,Vivienda,Iztapalapa
825,2015.0,7.0,Pobreza muy alta,Hombre,12-29,64499.0,545922772184000.0,744057227816000.0,Vivienda,Iztapalapa
826,2015.0,7.0,Pobreza muy alta,Hombre,30-44,40899.0,346837282176000.0,471142717824000.0,Vivienda,Iztapalapa
827,2015.0,7.0,Pobreza muy alta,Hombre,No especificado,92.0,32746078670700.0,180725392133000.0,Vivienda,Iztapalapa
828,2015.0,7.0,Pobreza muy alta,Mujer,0-11,51028.0,437419906100000.0,583140093900000.0,Vivienda,Iztapalapa
829,2015.0,7.0,Pobreza muy alta,Mujer,12-29,68434.0,593170296357000.0,775509703643000.0,Vivienda,Iztapalapa
830,2015.0,7.0,Pobreza muy alta,Mujer,30-44,47599.0,40426900333200.0,54771099666800.0,Vivienda,Iztapalapa
831,2015.0,7.0,Pobreza muy alta,Mujer,60 y mas,11051.0,939933060960000.0,12702669390400.0,Vivienda,Iztapalapa
832,2015.0,7.0,Pobreza muy alta,Mujer,No especificado,126.0,867094903885000.0,24332905096100.0,Vivienda,Iztapalapa
833,2015.0,7.0,Pobreza alta,Hombre,45-59,16846.0,148885743882000.0,188034256118000.0,Vivienda,Iztapalapa
834,2015.0,7.0,Pobreza alta,Hombre,60 y mas,9451.0,821598800234000.0,106860119977000.0,Vivienda,Iztapalapa
835,2015.0,7.0,Pobreza alta,Hombre,No especificado,30.0,-420200943893000.0,102020094389000.0,Vivienda,Iztapalapa
836,2015.0,7.0,Pobreza alta,Mujer,12-29,40115.0,35556088688600.0,44673911311400.0,Vivienda,Iztapalapa
837,2015.0,7.0,Pobreza alta,Mujer,30-44,29115.0,259181701610000.0,323118298390000.0,Vivienda,Iztapalapa
838,2015.0,7.0,Pobreza alta,Mujer,60 y mas,10509.0,913096330473000.0,118870366953000.0,Vivienda,Iztapalapa
839,2015.0,7.0,Pobreza alta,Mujer,No especificado,65.0,-209170840966000.0,150917084097000.0,Vivienda,Iztapalapa
840,2015.0,7.0,Pobreza moderada,Hombre,12-29,72627.0,66732771825000.0,78521228175000.0,Vivienda,Iztapalapa
841,2015.0,7.0,Pobreza moderada,Hombre,No especificado,321.0,784127826800000.0,56358721732000.0,Vivienda,Iztapalapa
842,2015.0,7.0,Pobreza moderada,Mujer,12-29,72875.0,663947526315000.0,793552473685000.0,Vivienda,Iztapalapa
843,2015.0,7.0,Satisfaccion mínima,Hombre,0-11,16968.0,146497485646000.0,192862514354000.0,Vivienda,Iztapalapa
844,2015.0,7.0,Satisfaccion mínima,Hombre,12-29,32120.0,282869193140000.0,359530806860000.0,Vivienda,Iztapalapa
845,2015.0,7.0,Satisfaccion mínima,Hombre,45-59,20548.0,179634166514000.0,231325833486000.0,Vivienda,Iztapalapa
846,2015.0,7.0,Satisfaccion mínima,Hombre,No especificado,23.0,-124001151135000.0,584001151135000.0,Vivienda,Iztapalapa
847,2015.0,7.0,Satisfaccion mínima,Mujer,0-11,16145.0,141972562000000.0,180927438000000.0,Vivienda,Iztapalapa
848,2015.0,7.0,Satisfaccion mínima,Mujer,12-29,31542.0,280814934274000.0,350025065726000.0,Vivienda,Iztapalapa
849,2015.0,7.0,Satisfaccion mínima,Mujer,45-59,23547.0,205752494595000.0,265187505405000.0,Vivienda,Iztapalapa
850,2015.0,7.0,Estrato medio,Hombre,No especificado,25.0,-214893789578000.0,714893789578000.0,Vivienda,Iztapalapa
851,2015.0,7.0,Estrato medio,Mujer,0-11,18338.0,160152198229000.0,206607801771000.0,Vivienda,Iztapalapa
852,2015.0,7.0,Estrato medio,Mujer,12-29,47933.0,433111964112000.0,525548035888000.0,Vivienda,Iztapalapa
853,2015.0,7.0,Estrato medio,Mujer,45-59,45142.0,397405442969000.0,505434557031000.0,Vivienda,Iztapalapa
